ID_Transaccion,Categoria_Producto,Precio_Unitario,Cantidad,Descuento_Aplicado,Tiempo_En_Web_Minutos,Distancia_Envio_Km,Costo_Envio,Total_Compra
1848,Galletas y Brownies,64104.0,7,0.0,3.5,9.2,16800.0,468187.0
1849,Postres Individuales,55017.0,7,0.15,16.4,6.7,13050.0,342260.0
1850,Galletas y Brownies,83911.0,11,0.0,4.2,1.8,5700.0,930579.0
1851,Galletas y Brownies,47687.0,5,0.0,6.6,11.0,19500.0,259409.0
1852,Tortas Personalizadas,14048.0,12,0.1,5.5,1.5,5250.0,154977.0
1853,Tortas Personalizadas,71262.0,1,0.1,8.4,10.7,19050.0,83800.0
1854,Tortas Personalizadas,25148.0,10,0.15,36.9,4.6,9900.0,224310.0
1855,Tortas Personalizadas,67184.0,4,0.0,28.8,8.7,16050.0,285652.0
1856,Bebidas,81569.0,7,0.0,23.5,2.8,7200.0,576876.0
1857,Tortas Personalizadas,60744.0,14,0.05,33.4,5.9,11850.0,820615.0
1858,Bebidas,52682.0,5,0.0,43.3,2.0,6000.0,270946.0
1859,Bebidas,41831.0,2,0.0,19.7,7.3,13950.0,98036.0
1860,Tortas Personalizadas,34153.0,14,0.05,17.5,3.6,8400.0,461041.0
1861,Panaderia Artesanal,33240.0,8,0.0,44.0,3.2,7800.0,272834.0
1862,Postres Individuales,55910.0,2,0.0,35.1,2.1,6150.0,118576.0
1863,Galletas y Brownies,65102.0,11,0.0,35.3,11.6,20400.0,736744.0
1864,Bebidas,59281.0,8,0.0,27.6,9.8,17700.0,489803.0
1865,Postres Individuales,20873.0,13,0.0,23.6,2.8,7200.0,279050.0
1866,Panaderia Artesanal,44519.0,11,0.0,25.5,7.4,14100.0,502162.0
1867,Galletas y Brownies,68331.0,2,0.0,29.9,10.1,18150.0,153290.0
1868,Galletas y Brownies,43056.0,11,0.15,17.9,13.2,22800.0,423692.0
1869,Bebidas,47930.0,5,0.0,35.5,1.4,5100.0,242529.0
1870,Tortas Personalizadas,66691.0,4,0.15,41.1,5.8,11700.0,235244.0
1871,Panaderia Artesanal,57901.0,1,0.0,26.4,9.4,17100.0,72963.0
1872,Bebidas,37748.0,14,0.0,18.1,0.7,4050.0,532745.0
1873,Panaderia Artesanal,76633.0,12,0.0,31.8,4.0,9000.0,928921.0
1874,Tortas Personalizadas,18005.0,8,0.0,9.4,11.3,19950.0,163497.0
1875,Tortas Personalizadas,84641.0,10,0.05,43.6,5.7,11550.0,815151.0
1876,Bebidas,14508.0,12,0.0,30.1,1.7,5550.0,179724.0
1877,Tortas Personalizadas,6196.0,3,0.05,4.4,9.6,17400.0,34083.0
1878,Postres Individuales,76202.0,13,0.0,24.5,4.1,9150.0,998677.0
1879,Galletas y Brownies,24596.0,4,0.05,34.1,10.7,19050.0,112913.0
1880,Bebidas,63376.0,4,0.05,13.6,13.6,23400.0,265911.0
1881,Panaderia Artesanal,69881.0,5,0.0,3.7,8.2,15300.0,363420.0
1882,Postres Individuales,73719.0,3,0.1,22.8,9.2,16800.0,215970.0
1883,Bebidas,84328.0,9,0.1,37.8,8.0,15000.0,696615.0
1884,Tortas Personalizadas,28523.0,4,0.2,12.4,12.4,21600.0,113531.0
1885,Tortas Personalizadas,61819.0,14,0.0,32.7,4.0,9000.0,878228.0
1886,Tortas Personalizadas,14232.0,10,0.1,19.2,6.3,12450.0,141421.0
1887,Tortas Personalizadas,37545.0,11,0.15,4.1,13.5,23250.0,374881.0
1888,Panaderia Artesanal,72838.0,11,0.05,14.7,11.0,19500.0,781310.0
1889,Postres Individuales,34413.0,4,0.05,15.2,5.1,10650.0,141643.0
1890,Galletas y Brownies,52288.0,6,0.2,40.9,12.6,21900.0,272443.0
1891,Panaderia Artesanal,45302.0,8,0.2,44.2,4.0,9000.0,296964.0
1892,Panaderia Artesanal,56676.0,13,0.05,10.6,9.7,17550.0,717500.0
1893,Galletas y Brownies,82832.0,7,0.0,20.2,14.4,24600.0,604299.0
1894,Galletas y Brownies,9459.0,4,0.1,44.0,8.8,16200.0,50063.0
1895,Tortas Personalizadas,50917.0,4,0.0,19.2,12.1,21150.0,225169.0
1896,Panaderia Artesanal,74042.0,5,0.0,16.7,11.2,19800.0,390842.0
1897,Bebidas,43511.0,10,0.2,6.3,13.1,22650.0,371356.0
1898,Galletas y Brownies,11282.0,5,0.1,34.3,14.5,24750.0,75115.0
1899,Galletas y Brownies,49843.0,12,0.15,20.9,0.8,4200.0,513216.0
1900,Postres Individuales,31566.0,1,0.05,29.3,0.9,4350.0,33147.0
1901,Bebidas,17395.0,13,0.0,23.7,9.1,16650.0,240365.0
1902,Bebidas,72923.0,8,0.2,9.1,14.3,24450.0,490372.0
1903,Galletas y Brownies,46728.0,10,0.0,9.2,7.5,14250.0,481539.0
1904,Tortas Personalizadas,79662.0,13,0.1,42.4,12.7,22050.0,951508.0
1905,Postres Individuales,69481.0,5,0.05,40.2,11.6,20400.0,350584.0
1906,Bebidas,60438.0,3,0.0,28.1,7.7,14550.0,196129.0
1907,Galletas y Brownies,5402.0,3,0.0,1.6,7.9,14850.0,32290.0
1908,Bebidas,39226.0,4,0.0,20.3,6.8,13200.0,170637.0
1909,Postres Individuales,20799.0,12,0.05,24.6,4.2,9300.0,244427.0
1910,Postres Individuales,77864.0,7,0.0,21.1,13.0,22500.0,568000.0
1911,Panaderia Artesanal,18967.0,5,0.0,41.8,3.5,8250.0,103131.0
1912,Galletas y Brownies,27885.0,1,0.05,3.3,13.7,23550.0,50669.0
1913,Postres Individuales,46347.0,14,0.1,30.0,5.7,11550.0,597110.0
1914,Panaderia Artesanal,26069.0,12,0.0,15.2,0.9,4350.0,316124.0
1915,Panaderia Artesanal,21789.0,13,0.05,25.8,2.9,7350.0,275995.0
1916,Bebidas,52928.0,5,0.0,30.0,13.4,23100.0,287707.0
1917,Bebidas,12114.0,14,0.0,20.7,2.4,6600.0,175504.0
1918,Panaderia Artesanal,9653.0,5,0.0,8.0,11.2,19800.0,65155.0
1919,Bebidas,34780.0,6,0.05,24.1,3.2,7800.0,207329.0
1920,Postres Individuales,62653.0,14,0.0,42.1,7.7,14550.0,888534.0
1921,Tortas Personalizadas,49385.0,7,0.0,24.8,3.5,8250.0,354384.0
1922,Postres Individuales,38830.0,5,0.0,6.8,5.3,10950.0,203179.0
1923,Panaderia Artesanal,50260.0,13,0.15,37.4,2.3,6450.0,560308.0
1924,Panaderia Artesanal,34236.0,11,0.15,11.1,8.6,15900.0,336940.0
1925,Postres Individuales,79892.0,14,0.0,17.6,5.8,11700.0,1132062.0
1926,Bebidas,9392.0,2,0.0,20.2,5.8,11700.0,30963.0
1927,Bebidas,58871.0,14,0.15,16.3,1.1,4650.0,704817.0
1928,Panaderia Artesanal,76303.0,2,0.0,19.1,2.5,6750.0,159106.0
1929,Galletas y Brownies,69311.0,13,0.0,36.1,10.8,19200.0,922138.0
1930,Bebidas,19723.0,4,0.0,11.2,4.7,10050.0,90708.0
1931,Postres Individuales,28674.0,1,0.2,22.0,6.9,13350.0,37044.0
1932,Bebidas,62364.0,7,0.1,2.4,11.6,20400.0,415067.0
1933,Postres Individuales,11742.0,13,0.0,23.6,6.9,13350.0,165294.0
1934,Panaderia Artesanal,69949.0,1,0.0,6.4,3.8,8700.0,79693.0
1935,Bebidas,62513.0,3,0.2,13.8,8.5,15750.0,163863.0
1936,Postres Individuales,63369.0,10,0.0,15.6,12.1,21150.0,654087.0
1937,Panaderia Artesanal,13019.0,7,0.05,5.1,9.2,16800.0,102787.0
1938,Galletas y Brownies,62421.0,11,0.0,17.2,6.6,12900.0,701263.0
1939,Postres Individuales,59385.0,12,0.1,23.2,2.3,6450.0,647495.0
1940,Galletas y Brownies,71474.0,12,0.0,20.3,4.1,9150.0,868267.0
1941,Galletas y Brownies,8328.0,6,0.1,13.7,14.2,24300.0,68410.0
1942,Tortas Personalizadas,6849.0,7,0.0,14.3,11.7,20550.0,69615.0
1943,Bebidas,34841.0,5,0.0,29.1,1.8,5700.0,180714.0
1944,Postres Individuales,16903.0,8,0.0,32.8,0.6,3900.0,135814.0
1945,Galletas y Brownies,49671.0,6,0.1,26.6,3.0,7500.0,277225.0
1946,Tortas Personalizadas,78388.0,12,0.0,44.0,14.2,24300.0,964149.0
1947,Panaderia Artesanal,36318.0,4,0.0,42.6,8.9,16350.0,159774.0
1948,Postres Individuales,72596.0,14,0.05,5.8,12.7,22050.0,986260.0
1949,Galletas y Brownies,5019.0,11,0.05,12.9,7.2,13800.0,65411.0
1950,Bebidas,18481.0,1,0.1,39.3,12.5,21750.0,37128.0
1951,Tortas Personalizadas,7434.0,2,0.0,2.8,1.0,4500.0,18043.0
1952,Galletas y Brownies,31252.0,12,0.0,27.3,6.7,13050.0,387704.0
1953,Bebidas,77655.0,6,0.05,43.0,6.0,12000.0,455279.0
1954,Galletas y Brownies,12756.0,4,0.0,31.0,14.7,25050.0,77809.0
1955,Postres Individuales,53513.0,3,0.15,5.5,4.9,10350.0,149210.0
1956,Postres Individuales,41120.0,7,0.05,34.0,6.5,12750.0,289520.0
1957,Postres Individuales,80077.0,7,0.0,17.9,11.5,20250.0,581255.0
1958,Tortas Personalizadas,14802.0,2,0.0,41.6,13.3,22950.0,52330.0
1959,Postres Individuales,21962.0,8,0.0,14.0,13.2,22800.0,199574.0
1960,Bebidas,7363.0,11,0.05,22.1,6.2,12300.0,87528.0
1961,Galletas y Brownies,39715.0,1,0.0,34.0,14.3,24450.0,63822.0
1962,Panaderia Artesanal,27227.0,11,0.15,12.7,10.0,18000.0,273171.0
1963,Bebidas,74592.0,10,0.0,9.4,12.8,22200.0,766717.0
1964,Bebidas,53395.0,7,0.0,1.6,13.9,23850.0,399092.0
1965,Postres Individuales,54127.0,10,0.0,22.7,3.9,8850.0,550824.0
1966,Tortas Personalizadas,47553.0,12,0.05,41.9,7.7,14550.0,556095.0
1967,Galletas y Brownies,12348.0,1,0.0,13.7,9.0,16500.0,29456.0
1968,Tortas Personalizadas,40601.0,13,0.0,3.4,12.1,21150.0,548636.0
1969,Galletas y Brownies,84960.0,12,0.05,28.5,6.3,12450.0,978378.0
1970,Galletas y Brownies,71818.0,14,0.0,3.9,3.6,8400.0,1015499.0
1971,Tortas Personalizadas,76477.0,3,0.1,23.6,11.3,19950.0,226336.0
1972,Bebidas,70858.0,3,0.05,18.1,9.1,16650.0,219025.0
1973,Galletas y Brownies,13243.0,10,0.2,22.2,13.5,23250.0,130169.0
1974,Tortas Personalizadas,23196.0,14,0.05,8.6,10.0,18000.0,323781.0
1975,Galletas y Brownies,5250.0,2,0.05,5.4,0.7,4050.0,13824.0
1976,Panaderia Artesanal,29281.0,14,0.0,34.1,14.5,24750.0,433610.0
1977,Bebidas,13689.0,10,0.0,12.2,9.1,16650.0,155636.0
1978,Postres Individuales,42823.0,13,0.0,36.3,9.1,16650.0,573274.0
1979,Galletas y Brownies,59170.0,5,0.05,34.5,13.7,23550.0,304388.0
1980,Panaderia Artesanal,74960.0,4,0.0,10.1,10.1,18150.0,317371.0
1981,Postres Individuales,64937.0,13,0.05,41.0,7.5,14250.0,818573.0
1982,Postres Individuales,80087.0,6,0.0,8.5,2.1,6150.0,485595.0
1983,Galletas y Brownies,9312.0,2,0.05,36.2,14.5,24750.0,40913.0
1984,Tortas Personalizadas,5974.0,14,0.0,19.8,1.6,5400.0,87804.0
1985,Galletas y Brownies,57907.0,4,0.0,9.5,3.0,7500.0,238184.0
1986,Panaderia Artesanal,28148.0,12,0.15,42.3,12.4,21600.0,308650.0
1987,Postres Individuales,25280.0,7,0.1,43.4,7.6,14400.0,174693.0
1988,Galletas y Brownies,31471.0,1,0.0,23.7,3.1,7650.0,37887.0
1989,Tortas Personalizadas,26584.0,13,0.05,21.9,4.6,9900.0,340428.0
1990,Galletas y Brownies,45915.0,11,0.0,40.7,14.9,25350.0,530885.0
1991,Bebidas,40212.0,3,0.1,27.4,9.0,16500.0,122908.0
1992,Tortas Personalizadas,45994.0,1,0.1,13.1,6.3,12450.0,50964.0
1993,Panaderia Artesanal,58817.0,2,0.0,20.0,13.2,22800.0,140460.0
1994,Postres Individuales,35970.0,9,0.1,37.9,7.5,14250.0,304599.0
1995,Galletas y Brownies,25105.0,10,0.0,38.9,5.0,10500.0,260227.0
1996,Tortas Personalizadas,18296.0,5,0.1,42.4,2.9,7350.0,88767.0
1997,Bebidas,32958.0,13,0.0,14.0,11.3,19950.0,447503.0
1998,Tortas Personalizadas,64345.0,4,0.0,31.1,9.1,16650.0,274401.0
1999,Bebidas,65536.0,12,0.15,4.5,1.8,5700.0,674862.0
2000,Panaderia Artesanal,58352.0,4,0.0,33.1,9.1,16650.0,249910.0
2001,Postres Individuales,23722.0,8,0.2,26.0,2.8,7200.0,159358.0
2002,Panaderia Artesanal,52047.0,12,0.0,12.4,14.7,25050.0,648114.0
2003,Galletas y Brownies,50655.0,3,0.0,30.0,4.3,9450.0,160911.0
2004,Tortas Personalizadas,43741.0,12,0.1,7.4,10.6,18900.0,491579.0
2005,Bebidas,48998.0,12,0.0,16.0,10.0,18000.0,606013.0
2006,Bebidas,44343.0,4,0.0,18.9,10.5,18750.0,197249.0
2007,Tortas Personalizadas,50237.0,2,0.0,35.3,6.7,13050.0,113635.0
2008,Tortas Personalizadas,62240.0,6,0.2,14.9,1.6,5400.0,301087.0
2009,Galletas y Brownies,13770.0,12,0.1,3.6,14.7,25050.0,172894.0
2010,Panaderia Artesanal,64970.0,9,0.0,9.4,3.3,7950.0,595066.0
2011,Bebidas,15871.0,12,0.0,28.0,11.7,20550.0,210065.0
2012,Galletas y Brownies,10330.0,4,0.0,2.2,2.5,6750.0,47742.0
2013,Panaderia Artesanal,83086.0,11,0.05,36.0,4.6,9900.0,874928.0
2014,Galletas y Brownies,81559.0,6,0.2,40.7,8.6,15900.0,405797.0
2015,Bebidas,9835.0,4,0.05,23.0,6.5,12750.0,49042.0
2016,Tortas Personalizadas,40460.0,14,0.0,32.3,14.4,24600.0,593923.0
2017,Tortas Personalizadas,19900.0,2,0.05,21.6,12.8,22200.0,60002.0
2018,Panaderia Artesanal,43828.0,13,0.2,14.9,13.9,23850.0,479400.0
2019,Postres Individuales,71414.0,14,0.05,8.7,9.8,17700.0,967010.0
2020,Panaderia Artesanal,81049.0,6,0.2,24.0,3.7,8550.0,395619.0
2021,Postres Individuales,55740.0,12,0.0,42.0,8.0,15000.0,685472.0
2022,Galletas y Brownies,33312.0,7,0.1,40.2,11.6,20400.0,227642.0
2023,Galletas y Brownies,53266.0,4,0.05,41.5,1.4,5100.0,207294.0
2024,Bebidas,29960.0,12,0.05,43.5,13.0,22500.0,360830.0
2025,Postres Individuales,77786.0,11,0.05,8.7,9.7,17550.0,829529.0
2026,Bebidas,74632.0,7,0.0,7.9,11.0,19500.0,538438.0
2027,Tortas Personalizadas,49659.0,13,0.0,20.1,10.6,18900.0,663258.0
2028,Postres Individuales,30984.0,11,0.15,31.5,12.8,22200.0,313248.0
2029,Panaderia Artesanal,28471.0,8,0.0,20.6,1.8,5700.0,231260.0
2030,Tortas Personalizadas,7673.0,11,0.2,40.3,6.0,12000.0,78615.0
2031,Tortas Personalizadas,70266.0,3,0.05,32.7,7.8,14700.0,216272.0
2032,Panaderia Artesanal,41031.0,2,0.0,29.1,8.4,15600.0,100911.0
2033,Tortas Personalizadas,31011.0,5,0.15,4.6,14.2,24300.0,156444.0
2034,Postres Individuales,42689.0,2,0.1,9.1,1.1,4650.0,80778.0
2035,Bebidas,70499.0,10,0.0,20.1,13.1,22650.0,727165.0
2036,Tortas Personalizadas,14969.0,5,0.0,44.0,8.5,15750.0,89540.0
2037,Postres Individuales,73612.0,10,0.15,16.0,8.5,15750.0,641106.0
2038,Galletas y Brownies,76801.0,13,0.1,28.9,5.1,10650.0,913662.0
2039,Postres Individuales,80737.0,6,0.1,44.5,9.8,17700.0,455106.0
2040,Bebidas,36799.0,8,0.1,13.0,9.9,17850.0,283692.0
2041,Postres Individuales,22371.0,6,0.0,8.8,3.2,7800.0,142565.0
2042,Panaderia Artesanal,34891.0,4,0.15,25.3,10.3,18450.0,137245.0
2043,Bebidas,31633.0,3,0.0,25.5,4.4,9600.0,104690.0
2044,Galletas y Brownies,19092.0,14,0.0,41.6,10.5,18750.0,288487.0
2045,Panaderia Artesanal,53581.0,14,0.0,2.6,9.4,17100.0,767449.0
2046,Postres Individuales,43130.0,2,0.0,19.2,10.9,19350.0,105280.0
2047,Bebidas,74256.0,13,0.05,15.1,0.8,4200.0,919695.0
2048,Galletas y Brownies,7569.0,1,0.0,26.3,2.3,6450.0,14226.0
2049,Panaderia Artesanal,56509.0,2,0.0,1.9,12.7,22050.0,134164.0
2050,Galletas y Brownies,66036.0,2,0.0,32.4,6.0,12000.0,143813.0
2051,Postres Individuales,65759.0,5,0.05,22.6,12.6,21900.0,332816.0
2052,Galletas y Brownies,75886.0,9,0.0,32.0,1.4,5100.0,688170.0
2053,Tortas Personalizadas,63323.0,1,0.0,21.0,11.7,20550.0,82886.0
2054,Panaderia Artesanal,79225.0,4,0.1,22.1,1.7,5550.0,288855.0
2055,Galletas y Brownies,31613.0,10,0.0,40.5,7.3,13950.0,331974.0
2056,Postres Individuales,45257.0,7,0.0,10.7,14.1,24150.0,338771.0
2057,Postres Individuales,6126.0,11,0.2,11.0,1.6,5400.0,58134.0
2058,Galletas y Brownies,5557.0,14,0.0,25.8,5.6,11400.0,89765.0
2059,Postres Individuales,24210.0,10,0.0,30.2,8.0,15000.0,258600.0
2060,Bebidas,13065.0,3,0.05,16.9,13.5,23250.0,60442.0
2061,Bebidas,25817.0,8,0.1,24.1,5.3,10950.0,196648.0
2062,Bebidas,19163.0,3,0.1,11.4,12.2,21300.0,71072.0
2063,Tortas Personalizadas,7282.0,8,0.0,7.4,10.9,19350.0,76571.0
2064,Galletas y Brownies,77744.0,13,0.1,11.9,5.0,10500.0,917566.0
2065,Tortas Personalizadas,5658.0,2,0.1,41.4,5.4,11100.0,21025.0
2066,Postres Individuales,63887.0,5,0.0,36.4,3.3,7950.0,328105.0
2067,Tortas Personalizadas,17172.0,4,0.0,7.6,10.5,18750.0,88020.0
2068,Postres Individuales,77978.0,11,0.1,3.5,8.7,16050.0,785378.0
2069,Postres Individuales,76424.0,9,0.0,5.6,2.7,7050.0,695794.0
2070,Panaderia Artesanal,57312.0,3,0.0,14.3,9.5,17250.0,191119.0
2071,Bebidas,58779.0,12,0.0,36.8,7.7,14550.0,719333.0
2072,Postres Individuales,5427.0,11,0.0,15.5,1.8,5700.0,67761.0
2073,Panaderia Artesanal,83790.0,5,0.0,9.6,14.3,24450.0,442721.0
2074,Bebidas,75227.0,10,0.0,18.7,12.6,21900.0,771847.0
2075,Postres Individuales,76608.0,9,0.0,6.9,1.5,5250.0,694497.0
2076,Postres Individuales,57740.0,13,0.15,22.0,14.0,24000.0,661576.0
2077,Tortas Personalizadas,32583.0,6,0.0,30.9,13.8,23700.0,220783.0
2078,Tortas Personalizadas,76492.0,2,0.0,17.5,1.1,4650.0,156138.0
2079,Bebidas,28321.0,1,0.2,9.1,3.4,8100.0,31350.0
2080,Postres Individuales,50017.0,12,0.15,21.2,10.7,19050.0,526641.0
2081,Galletas y Brownies,12978.0,11,0.0,34.7,14.1,24150.0,166088.0
2082,Tortas Personalizadas,78756.0,1,0.0,4.8,12.4,21600.0,99786.0
2083,Bebidas,16262.0,7,0.05,4.6,4.6,9900.0,117285.0
2084,Postres Individuales,22992.0,14,0.15,15.3,1.0,4500.0,275757.0
2085,Postres Individuales,49651.0,12,0.0,19.6,7.4,14100.0,609095.0
2086,Galletas y Brownies,66127.0,2,0.0,10.9,1.8,5700.0,137999.0
2087,Bebidas,54548.0,7,0.1,2.7,4.1,9150.0,354397.0
2088,Postres Individuales,23571.0,1,0.0,11.1,9.8,17700.0,40123.0
2089,Tortas Personalizadas,5075.0,4,0.1,20.4,7.7,14550.0,31291.0
2090,Galletas y Brownies,65572.0,10,0.05,5.0,6.0,12000.0,638330.0
2091,Bebidas,83817.0,13,0.0,32.6,14.0,24000.0,1110429.0
2092,Galletas y Brownies,69793.0,11,0.0,25.5,3.3,7950.0,774528.0
2093,Tortas Personalizadas,41817.0,4,0.05,20.4,7.6,14400.0,171719.0
2094,Bebidas,77301.0,5,0.1,24.1,8.8,16200.0,361534.0
2095,Galletas y Brownies,37788.0,14,0.1,30.0,5.2,10800.0,486791.0
2096,Panaderia Artesanal,46995.0,14,0.1,44.8,10.7,19050.0,612824.0
2097,Tortas Personalizadas,43170.0,10,0.0,35.2,13.1,22650.0,455912.0
2098,Tortas Personalizadas,40810.0,1,0.05,25.0,8.4,15600.0,55228.0
2099,Tortas Personalizadas,67015.0,7,0.0,35.0,11.8,20700.0,491590.0
2100,Panaderia Artesanal,47142.0,11,0.05,22.2,1.4,5100.0,497376.0
2101,Panaderia Artesanal,30337.0,2,0.0,15.0,2.7,7050.0,67727.0
2102,Postres Individuales,25653.0,12,0.1,12.9,7.2,13800.0,291216.0
2103,Galletas y Brownies,8020.0,11,0.05,18.9,13.9,23850.0,109563.0
2104,Postres Individuales,51656.0,13,0.05,1.6,8.2,15300.0,652646.0
2105,Galletas y Brownies,23397.0,11,0.15,9.2,6.8,13200.0,233759.0
2106,Panaderia Artesanal,16851.0,13,0.0,7.0,9.2,16800.0,238231.0
2107,Panaderia Artesanal,57306.0,2,0.0,43.3,2.3,6450.0,121532.0
2108,Postres Individuales,59497.0,8,0.0,4.3,10.0,18000.0,495191.0
2109,Bebidas,65172.0,9,0.2,23.3,1.9,5850.0,473319.0
2110,Postres Individuales,45286.0,6,0.0,41.5,8.9,16350.0,288921.0
2111,Galletas y Brownies,76524.0,11,0.0,27.9,10.9,19350.0,861963.0
2112,Postres Individuales,79907.0,1,0.15,23.0,6.5,12750.0,81058.0
2113,Tortas Personalizadas,69590.0,1,0.15,33.8,13.7,23550.0,84010.0
2114,Galletas y Brownies,55847.0,14,0.15,16.9,2.7,7050.0,671877.0
2115,Galletas y Brownies,29298.0,11,0.0,9.9,3.0,7500.0,329280.0
2116,Bebidas,83636.0,7,0.1,38.4,8.0,15000.0,541732.0
2117,Panaderia Artesanal,26931.0,8,0.05,4.0,14.0,24000.0,228547.0
2118,Galletas y Brownies,21213.0,3,0.05,36.6,6.2,12300.0,72743.0
2119,Panaderia Artesanal,40372.0,9,0.0,6.0,13.9,23850.0,386647.0
2120,Postres Individuales,9547.0,4,0.1,28.7,10.6,18900.0,52655.0
2121,Tortas Personalizadas,83280.0,4,0.0,22.3,11.8,20700.0,354779.0
2122,Bebidas,52075.0,3,0.0,44.9,14.1,24150.0,180447.0
2123,Panaderia Artesanal,49556.0,8,0.05,18.4,8.8,16200.0,391086.0
2124,Galletas y Brownies,57464.0,9,0.0,43.1,9.8,17700.0,535720.0
2125,Panaderia Artesanal,44762.0,1,0.0,19.1,8.9,16350.0,59755.0
2126,Galletas y Brownies,7565.0,2,0.0,31.2,11.9,20850.0,38808.0
2127,Panaderia Artesanal,53985.0,1,0.1,29.5,4.5,9750.0,56821.0
2128,Galletas y Brownies,62294.0,14,0.0,5.3,11.9,20850.0,895856.0
2129,Postres Individuales,38340.0,4,0.1,33.8,10.8,19200.0,157909.0
2130,Galletas y Brownies,65584.0,10,0.05,10.6,9.2,16800.0,639214.0
2131,Galletas y Brownies,23160.0,7,0.05,18.4,1.1,4650.0,157489.0
2132,Tortas Personalizadas,22702.0,14,0.0,35.5,11.7,20550.0,339265.0
2133,Galletas y Brownies,17913.0,7,0.1,42.6,2.4,6600.0,118905.0
2134,Tortas Personalizadas,34760.0,12,0.0,25.9,14.4,24600.0,440622.0
2135,Bebidas,72761.0,6,0.0,24.1,1.7,5550.0,441179.0
2136,Tortas Personalizadas,71233.0,13,0.05,23.5,10.9,19350.0,899040.0
2137,Postres Individuales,35626.0,11,0.2,37.0,5.7,11550.0,325169.0
2138,Tortas Personalizadas,52129.0,5,0.0,44.7,11.2,19800.0,282260.0
2139,Bebidas,62665.0,11,0.05,29.1,8.0,15000.0,669493.0
2140,Postres Individuales,24297.0,4,0.15,18.0,9.6,17400.0,100868.0
2141,Panaderia Artesanal,18451.0,12,0.15,11.0,1.6,5400.0,192955.0
2142,Panaderia Artesanal,82768.0,13,0.0,10.1,14.5,24750.0,1099359.0
2143,Tortas Personalizadas,54405.0,14,0.05,38.7,0.6,3900.0,726418.0
2144,Tortas Personalizadas,83513.0,8,0.0,44.7,14.1,24150.0,687521.0
2145,Bebidas,32020.0,7,0.1,31.9,8.7,16050.0,217812.0
2146,Bebidas,61243.0,11,0.0,43.1,4.2,9300.0,682327.0
2147,Galletas y Brownies,22808.0,11,0.1,16.7,9.7,17550.0,243009.0
2148,Bebidas,25896.0,10,0.15,28.8,10.3,18450.0,237734.0
2149,Galletas y Brownies,45952.0,1,0.2,23.8,11.1,19650.0,56479.0
2150,Postres Individuales,30569.0,6,0.15,22.5,0.7,4050.0,162004.0
2151,Tortas Personalizadas,18410.0,14,0.0,29.0,14.8,25200.0,283919.0
2152,Postres Individuales,26030.0,2,0.0,15.0,9.5,17250.0,67998.0
2153,Bebidas,7860.0,4,0.05,29.4,6.0,12000.0,44076.0
2154,Postres Individuales,61354.0,5,0.05,30.8,8.8,16200.0,311317.0
2155,Postres Individuales,44369.0,8,0.0,37.9,3.1,7650.0,362549.0
2156,Postres Individuales,12539.0,6,0.0,33.3,4.1,9150.0,84234.0
2157,Bebidas,18736.0,11,0.15,15.4,1.7,5550.0,181976.0
2158,Postres Individuales,13203.0,2,0.15,21.1,13.2,22800.0,46232.0
2159,Galletas y Brownies,54007.0,5,0.0,6.7,4.1,9150.0,278551.0
2160,Bebidas,12537.0,5,0.0,12.7,11.2,19800.0,81724.0
2161,Postres Individuales,65343.0,6,0.05,24.2,4.5,9750.0,381541.0
2162,Bebidas,6641.0,1,0.15,5.9,2.6,6900.0,14430.0
2163,Panaderia Artesanal,24950.0,8,0.05,26.3,2.1,6150.0,195245.0
2164,Galletas y Brownies,76253.0,3,0.2,18.5,13.0,22500.0,205504.0
2165,Postres Individuales,62483.0,5,0.1,3.0,2.2,6300.0,288960.0
2166,Panaderia Artesanal,10837.0,7,0.2,20.4,1.8,5700.0,68286.0
2167,Panaderia Artesanal,70690.0,3,0.1,13.7,0.6,3900.0,193404.0
2168,Bebidas,44443.0,14,0.15,4.4,5.8,11700.0,538723.0
2169,Panaderia Artesanal,72743.0,10,0.1,14.3,14.2,24300.0,679494.0
2170,Galletas y Brownies,53059.0,13,0.0,14.3,13.7,23550.0,713463.0
2171,Galletas y Brownies,59547.0,6,0.0,16.9,2.2,6300.0,364725.0
2172,Tortas Personalizadas,84480.0,5,0.15,17.4,0.7,4050.0,360937.0
2173,Galletas y Brownies,23587.0,7,0.0,20.2,11.4,20100.0,184710.0
2174,Panaderia Artesanal,54916.0,10,0.0,5.5,4.9,10350.0,559829.0
2175,Galletas y Brownies,41826.0,11,0.1,1.7,12.6,21900.0,434512.0
2176,Bebidas,8156.0,3,0.1,33.5,3.6,8400.0,31161.0
2177,Tortas Personalizadas,6158.0,13,0.0,16.2,7.6,14400.0,96263.0
2178,Panaderia Artesanal,14538.0,14,0.0,28.2,1.0,4500.0,206593.0
2179,Tortas Personalizadas,56927.0,2,0.0,14.9,13.5,23250.0,138298.0
2180,Panaderia Artesanal,50373.0,4,0.0,44.3,3.1,7650.0,208972.0
2181,Bebidas,49274.0,3,0.15,15.2,4.8,10200.0,134932.0
2182,Tortas Personalizadas,7549.0,4,0.05,27.8,7.5,14250.0,42251.0
2183,Postres Individuales,42544.0,7,0.2,11.1,4.4,9600.0,249219.0
2184,Panaderia Artesanal,78970.0,5,0.0,24.0,1.1,4650.0,398865.0
2185,Postres Individuales,36807.0,4,0.0,26.7,0.9,4350.0,151001.0
